# (c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
# Die Wahlbewerberinnen und Wahlbewerber zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
# Codepage: UTF-8, Trennzeichen: Semikolon;;;;;;;;;;;;;;;;;;;;
# Stand: 4. September 2017 (2. Korrektur);;;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;;;
Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Wohnort;Geburtsort;Beruf;Berufsschlüssel;Wahlkreis_Land;Wahlkreis_Nr;Wahlkreis_Bez;Wahlkreis_ParteiKurzBez;Wahlkreis_ParteiBez;Liste_Land;Liste_ParteiKurzBez;Liste_ParteiBez;Liste_Platz;Wiederkandidatur;"Gewählt: 1=über Wkr; 2=über LL"
;;Fucken-Kurzawa;Sonja;w;1973;Willich;Krefeld;Juristin / Ass. jur.;73;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands;58;;0
;;Fuhl;Wolfgang;m;1960;Lörrach;Weil am Rhein;techn. Angestellter;27;BW;282;Lörrach – Müllheim;AfD;Alternative für Deutschland;;;;;;0
;;Füllgraf;Helene Margarete;w;1956;München;Bamberg;arbeitslos;6;;;;;;BY;DIE LINKE;DIE LINKE;19;;0
;;Funk;Reinhard;m;1958;Hagen;Schwäbisch Gmünd;Werkzeugmacher;24;NW;138;Hagen – Ennepe-Ruhr-Kreis I;MLPD;Marxistisch-Leninistische Partei Deutschlands;NI;MLPD;Marxistisch-Leninistische Partei Deutschlands;2;;0
;;Funke genannt Kaiser;Maximilian Ludwig;m;1993;Augsburg;Augsburg;Immobilienverwalter;61;BY;252;Augsburg-Stadt;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;16;;0
;;Fürnrohr;Angelika;w;1958;Haar;Regensburg;Indologie (M. A.) / Ethnologie;91;;;;;;BY;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;11;;0
;;Fürter;Thorsten;m;1970;Lübeck;Hamburg;Richter am OLG;73;SH;11;Lübeck;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Füßmann;Klaus-Wilhelm;m;1957;Herne;Herne;Leiter einer Bildungseinrichtung;71;NW;141;Herne – Bochum II;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;30;;0
;;Gaarz;Timo;m;1977;Heiligenhafen;Oldenburg in Holstein;Dipl.-Finanzwirt (FH);73;;;;;;SH;CDU;Christlich Demokratische Union Deutschlands;13;;0
;;Gabbert;Klaus-Dieter;m;1959;Güstrow;Duisburg;selbst. Handelsvertreter;61;MV;16;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;FREIE WÄHLER;FREIE WÄHLER;MV;FREIE WÄHLER;FREIE WÄHLER;2;;0
;;Gabel;Robert;m;1979;Greifswald;Greifswald;Politikwissenschaftler;91;MV;15;Vorpommern-Rügen – Vorpommern-Greifswald I;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;MV;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;2;;0
;;Gäbel;Philipp;m;1987;Leipzig;Leipzig;Lehrer;84;;;;;;SN;MLPD;Marxistisch-Leninistische Partei Deutschlands;6;;0
;;Gabelmann;Sylvia;w;1958;Siegen;Bad Homburg v. d. Höhe;Apothekerin;84;NW;148;Siegen-Wittgenstein;DIE LINKE;DIE LINKE;NW;DIE LINKE;DIE LINKE;9;;2
;;Gabelmann;Ute Elisabeth;w;1981;Leipzig;Wernigerode;Kommunikationstrainerin;84;SN;153;Leipzig II;PIRATEN;Piratenpartei Deutschland;SN;PIRATEN;Piratenpartei Deutschland;3;;0
;;Gabriel;Adrian Charles;m;1976;Wiesbaden;Lahnstein;wiss. Referent;84;HE;179;Wiesbaden;DIE LINKE;DIE LINKE;HE;DIE LINKE;DIE LINKE;8;;0
;;Gabriel;Sandra;w;1972;Saarbrücken;Essen;Büroangestellte;71;;;;;;SL;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;1;;0
;;Gabriel;Sigmar Hartmut;m;1959;Goslar;Goslar;MdB / Bundesminister;71;NI;49;Salzgitter – Wolfenbüttel;SPD;Sozialdemokratische Partei Deutschlands;NI;SPD;Sozialdemokratische Partei Deutschlands;25;X;1
;;Gädechens;Ingo;m;1960;Fehmarn;Lübeck;MdB / Berufssoldat a. D.;1;SH;9;Ostholstein – Stormarn-Nord;CDU;Christlich Demokratische Union Deutschlands;SH;CDU;Christlich Demokratische Union Deutschlands;3;X;1
;;Gaisenkersting;Dietmar;m;1967;Duisburg;Bottrop;Dipl.-Pädagoge;84;;;;;;NW;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;2;;0
;;Galau;Andreas;m;1967;Hennigsdorf;Berlin;MdL / Beamter / Dipl.-Verwaltungswirt;71;;;;;;BB;AfD;Alternative für Deutschland;7;;0
;;Gall;Korbinian Simon;m;1992;Neubeuern;Bad Aibling;Student;91;BY;222;Rosenheim;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;14;;0
;;Galle;Ronald;m;1957;Radebeul;Dresden;Fernmeldeingenieur;26;SN;155;Meißen;BüSo;Bürgerrechtsbewegung Solidarität;SN;BüSo;Bürgerrechtsbewegung Solidarität;4;;0
;;Gallina;Anna Gesche Lydia;w;1983;Hamburg;Hamburg;Dipl.-Politologin;91;HH;20;Hamburg-Eimsbüttel;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Galwas;Marc;m;1970;Wilhelmshaven;Delmenhorst;Arbeiter;62;;;;;;NI;DKP;Deutsche Kommunistische Partei;13;;0
;;Gann;Susanne;w;1964;Schönaich;Stuttgart;Krankenschwester;81;;;;;;BW;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;14;;0
;;Gansel;Jürgen;m;1974;Riesa;Opladen;Historiker (M. A.);91;;;;;;SN;NPD;Nationaldemokratische Partei Deutschlands;4;;0
;;Ganskow;Thomas;m;1967;Hannover;Berlin-Spandau;Industriekaufmann;71;NI;42;Stadt Hannover II;PIRATEN;Piratenpartei Deutschland;NI;PIRATEN;Piratenpartei Deutschland;3;;0
;;Ganter;Friedrich;m;1962;Hamburg;Villach;Softwareentwickler;43;;;;;;HH;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;12;;0
;;Ganter;Sofia Ofelia;w;1989;Darmstadt;Santacruz de la Palma, Spanien;Referentin;71;;;;;;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;16;;0
;;Garbe;Heinrich Theodor;m;1955;Dortmund;Dortmund;Wirtschaftsjournalist;92;NW;142;Dortmund I;AfD;Alternative für Deutschland;;;;;;0
;;Garcia Garcia;Irene;w;1957;Regensburg;Regensburg;Verwaltungsangestellte;73;BY;233;Regensburg;DIE VIOLETTEN;Die Violetten;;;;;;0
;;Gärtner;Heinz;m;1940;Diemelstadt;Frankfurt am Main;Rentner;5;;;;;;HE;SPD;Sozialdemokratische Partei Deutschlands;46;;0
;;Gärtner;Lisa Ursula;w;1986;Gelsenkirchen;Solingen;Mechatronikerin;26;NW;123;Gelsenkirchen;MLPD;Marxistisch-Leninistische Partei Deutschlands;MV;MLPD;Marxistisch-Leninistische Partei Deutschlands;1;;0
;;Gärtner-Engel;Monika;w;1952;Gelsenkirchen;Bad Boll;Dipl.-Pädagogin / freie Publizistin;91;;;;;;BW;MLPD;Marxistisch-Leninistische Partei Deutschlands;1;;0
;;Gasper;Jürgen Maria;m;1960;Frankfurt am Main;Merzig;Richter;73;;;;;;HE;SPD;Sozialdemokratische Partei Deutschlands;29;;0
;;Gast;Kurt Jürgen;m;1956;Wesel;Dinslaken;Objektbetreuer;34;;;;;;NW;BGE;Bündnis Grundeinkommen;18;;0
;;Gast;Torsten;m;1974;Brachttal;Gedern;Techniker;27;;;;;;HE;FREIE WÄHLER;FREIE WÄHLER;16;;0
;;Gastel;Matthias;m;1970;Filderstadt;Stuttgart;MdB;71;BW;262;Nürtingen;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;10;X;2
Dr.;;Gatzweiler;Cliff;m;1974;Aachen;Aachen;Rechtsanwalt;73;NW;87;Aachen I;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;45;;0
Dr.;;Gauland;Eberhardt Alexander;m;1941;Potsdam;Chemnitz;MdL;71;BB;63;Frankfurt (Oder) – Oder-Spree;AfD;Alternative für Deutschland;BB;AfD;Alternative für Deutschland;1;;2
;;Gause;Ellen;w;1966;Walsrode;Hamburg;Landschaftsgärtnerin;12;NI;35;Rotenburg I – Heidekreis;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Gawlitza;Dirk;m;1977;Berlin;Jena;Unternehmer;71;BE;86;Berlin-Lichtenberg;FDP;Freie Demokratische Partei;BE;FDP;Freie Demokratische Partei;9;;0
;;Gebauer;Bernhard;m;1964;Iffeldorf;Bremerhaven;Schlosser;24;;;;;;BY;BP;Bayernpartei;16;;0
;;Gebauer;Carlos Alexander;m;1964;Duisburg;Düsseldorf;Rechtsanwalt;73;NW;115;Duisburg I;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;34;;0
;;Gebauer;Hermann;m;1943;Bad Münder am Deister;Bad Münder;Dipl.-Volkswirt;71;NI;46;Hameln-Pyrmont – Holzminden;PIRATEN;Piratenpartei Deutschland;;;;;;0
;;Gebhard;Ludwig;m;1951;München;München;Konditormeister;29;BY;220;München-West/Mitte;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;27;;0
;;Gebhardt;Andreas;m;1979;Straußfurt;Sondershausen;Angestellter im Sicherheitsdienst;53;;;;;;TH;AfD;Alternative für Deutschland;7;;0
;;Gebhardt;Beatrice Ulrike Kathrin;w;1963;Weinbergen;Mühlhausen;Dipl.-Ingenieurin (FH);27;;;;;;TH;CDU;Christlich Demokratische Union Deutschlands;8;;0
;;Gebhardt;Herbert Alexander;m;1944;Wertheim;Miltenberg;Oberstudienrat a. D.;5;BW;276;Odenwald – Tauber;ÖDP;Ökologisch-Demokratische Partei;;;;;;0
Dr.;;Gebhart;Thomas;m;1971;Jockgrim;Kandel;MdB;71;RP;211;Südpfalz;CDU;Christlich Demokratische Union Deutschlands;RP;CDU;Christlich Demokratische Union Deutschlands;4;X;1
;;Geddert;Robin;m;1979;Vellmar;Kassel;Servicetechniker;25;HE;168;Kassel;PIRATEN;Piratenpartei Deutschland;HE;PIRATEN;Piratenpartei Deutschland;4;;0
;;Gedig;Dietmar;m;1985;Wuppertal;Haan;Polizeikommissar;53;NW;102;Wuppertal I;AfD;Alternative für Deutschland;;;;;;0
;;Geerligs;Angelika;w;1953;Neunkirchen-Seelscheid;Meckenheim;Taxifahrerin;52;;;;;;NW;Volksabstimmung;Ab jetzt...Demokratie durch Volksabstimmung;3;;0
;;Gehring;Kai Boris;m;1977;Essen;Mülheim an der Ruhr;Dipl.-Sozialwissenschaftler;71;NW;120;Essen III;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;10;X;2
Dr.;;Gehrke;Axel;m;1942;Grönwohld;Arnswalde;Arzt;81;SH;9;Ostholstein – Stormarn-Nord;AfD;Alternative für Deutschland;SH;AfD;Alternative für Deutschland;2;;2
;;Gehrke;Marko;m;1974;Berlin;Berlin;Manager Digital Content;43;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;44;;0
Dr.;;Gehrmann;Peter;m;1960;Grevenbroich;Bremen;Biologe;41;NW;108;Neuss I;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;;0
;;Geidel;Dmitri;m;1989;Berlin;Leningrad (jetzt Sankt Petersburg), Russland;Jurist;73;BE;85;Berlin-Marzahn-Hellersdorf;SPD;Sozialdemokratische Partei Deutschlands;BE;SPD;Sozialdemokratische Partei Deutschlands;14;;0
;;Geidel;Jens;m;1965;Altenburg;Altenburg;Finanzdienstleister;72;TH;194;Gera – Greiz – Altenburger Land;EB: Geidel;Geidel;;;;;;0
;;Geier;Judith;w;1983;Höchst i. Odw.;Offenbach am Main;Freiberuflerin;9;;;;;;HE;PIRATEN;Piratenpartei Deutschland;18;;0
;;Geils;Monika;w;1964;Schwanewede;Bremen;Juristin;71;NI;34;Osterholz – Verden;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NI;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;23;;0
;;Geisbüsch;Dennis;m;1981;Saarbrücken;Merzig;Angestellter;71;;;;;;SL;DM;Deutsche Mitte;2;;0
;;Geisenfelder;Florian;m;1991;Rohr i.NB;Mainburg;Bäcker;29;BY;228;Landshut;BP;Bayernpartei;BY;BP;Bayernpartei;17;;0
;;Geisler;Uwe Gerald;m;1971;Plauen;Plauen;Rechtsanwalt;73;SN;166;Vogtlandkreis;FDP;Freie Demokratische Partei;SN;FDP;Freie Demokratische Partei;12;;0
;;Geissler;Jonas Alexander Tecumseh;m;1984;Kronach;Isny im Allgäu;polit. Referent;71;;;;;;BY;CSU;Christlich-Soziale Union in Bayern e.V.;47;;0
;;Gelbhaar;Stefan;m;1976;Berlin;Berlin;MdAB / Rechtsanwalt;71;BE;76;Berlin-Pankow;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;2;;2
;;Gemkow;Manfred Ekkehard;m;1958;Unterthingau;Marktoberdorf;Dipl.-Betriebswirt;71;;;;;;BY;BGE;Bündnis Grundeinkommen;12;;0
;;Gent;Eva-Marie;w;1951;Kassel;Guntershausen;Homöopathin;81;HE;168;Kassel;EB: Gent;BÜRGERKANDIDATIN CHARTA für BASISDEMOKRATIE;;;;;;0
;;Georg;Eugen Rainer;m;1976;Saarbrücken;Baia Mare;Regisseur;94;;;;;;SL;BGE;Bündnis Grundeinkommen;2;;0
;;Georgiou;Gabriele;w;1955;Lengerich;Kirchheim unter Teck;Schlosserin;24;NW;128;Steinfurt III;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;;0
;;Georgius;Rainer;m;1985;Heiligengrabe;Berlin;Krankenpfleger;81;;;;;;BB;DKP;Deutsche Kommunistische Partei;6;;0
;;Gérard;Michel Philippe;m;1979;Hamburg;Hamburg;Ingenieur;27;;;;;;HH;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;13;;0
;;Gerbig;Stefan;m;1983;Nürnberg;Nürnberg;Sozialökonom;91;BY;245;Nürnberg-Süd;DIE LINKE;DIE LINKE;;;;;;0
;;Gerbsch;Elisa;w;1990;Leipzig;Leipzig;Studentin;4;;;;;;SN;DIE LINKE;DIE LINKE;13;;0
;;Gerdes;Michael;m;1960;Bottrop;Bottrop;Elektrohauer;71;NW;125;Bottrop – Recklinghausen III;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;64;X;1
;;Gerdes;Pascal;m;1994;Varrel;Sulingen;Kaufmann für Bürokommunikation;71;;;;;;NI;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;22;;0
;;Gerfelder-Jung;Frank;m;1964;Darmstadt;Seligenstadt;erwerbslos;6;;;;;;HE;DKP;Deutsche Kommunistische Partei;17;;0
;;Gericke;Arne;m;1964;Tessin;Hamburg-Bergedorf;MdEP;71;MV;14;Rostock – Landkreis Rostock II;FREIE WÄHLER;FREIE WÄHLER;MV;FREIE WÄHLER;FREIE WÄHLER;3;;0
;;Gerig;Alois;m;1956;Höpfingen;Höpfingen;MdB / Landwirtschaftsmeister;71;BW;276;Odenwald – Tauber;CDU;Christlich Demokratische Union Deutschlands;;;;;X;1
;;Gerkens;Uwe Peter;m;1959;Hannover;Essen;Pädagoge;84;;;;;;NI;DKP;Deutsche Kommunistische Partei;14;;0
;;Gerlach;Karsten;m;1971;Erwitte;Dernbach;Geschäftsführer;71;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;81;;0
;;Germer;Carsten Wilhelm;m;1970;Hamburg;Lübeck;Creativ-Direktor IT-Development;43;;;;;;HH;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;15;;0
;;Gerster;Martin;m;1971;Biberach an der Riß;Biberach an der Riß;MdB;71;BW;292;Biberach;SPD;Sozialdemokratische Partei Deutschlands;BW;SPD;Sozialdemokratische Partei Deutschlands;8;X;2
;;Gesenhues;Jan-Niclas;m;1990;Emsdetten;Karlsruhe;wiss. Mitarbeiter;91;NW;128;Steinfurt III;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;20;;0
;;Geserick;Hans-Joachim;m;1950;Berlin;Berlin;Bestatter / Rentner;5;;;;;;BE;DKP;Deutsche Kommunistische Partei;8;;0
;;Gewiese;Uwe;m;1969;Kretzschau;Zeitz;Speditionskaufmann;51;ST;73;Burgenland – Saalekreis;AfD;Alternative für Deutschland;ST;AfD;Alternative für Deutschland;5;;0
;;Giebel;Frank Michael;m;1966;Hamburg;Buchen (Odenwald);Betreuer;83;HH;23;Hamburg-Bergedorf – Harburg;EB: Giebel;liberal – ökologisch – sozial;;;;;;0
;;Gielow;Christian Alexander;m;1974;Hamburg;Hamburg;Grafikdesigner;23;;;;;;HH;BGE;Bündnis Grundeinkommen;4;;0
;;Gienger;Eberhard;m;1951;Bietigheim-Bissingen;Künzelsau;MdB / Kaufmann;71;BW;266;Neckar-Zaber;CDU;Christlich Demokratische Union Deutschlands;;;;;X;1
;;Gier;Holger Rainer;m;1983;Saarlouis;Saarlouis;Jurist;73;;;;;;SL;PIRATEN;Piratenpartei Deutschland;4;;0
;;Giera;Glenn;m;1976;München;Lilas;Theaterpädagoge;84;BY;218;München-Ost;ÖDP;Ökologisch-Demokratische Partei;;;;;;0
;;Giermann;Rita Maria;w;1941;Hamburg;Hamburg;Rentnerin;5;;;;;;HH;MLPD;Marxistisch-Leninistische Partei Deutschlands;8;;0
;;Giermann;Steven;m;1998;Neubrandenburg;Neubrandenburg;Student;4;;;;;;MV;CDU;Christlich Demokratische Union Deutschlands;9;;0
;;Ginsbach;Patrick Sebastian;m;1984;Saarbrücken;Merzig;Dipl.-Geograph;42;SL;296;Saarbrücken;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;SL;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;4;;0
;;Giousouf;Cemile;w;1978;Hagen;Leverkusen;MdB;71;NW;138;Hagen – Ennepe-Ruhr-Kreis I;CDU;Christlich Demokratische Union Deutschlands;NW;CDU;Christlich Demokratische Union Deutschlands;23;X;0
;;Gjoka;Kole;m;1970;Elmshorn;Kullaxhi Mirdite, Albanien;selbständig;9;;;;;;SH;CDU;Christlich Demokratische Union Deutschlands;19;;0
;;Glanert;Laura Amanda;w;1993;Frankfurt am Main;Georgsmarienhütte;Studentin;4;;;;;;HE;BGE;Bündnis Grundeinkommen;3;;0
;;Gläsemann;Sven;m;1981;Prenzlau;Prenzlau;Holzbearbeitungsmechaniker;22;;;;;;BB;NPD;Nationaldemokratische Partei Deutschlands;9;;0
;;Glaser;Albrecht Heinz Erhard;m;1942;Niedenstein;Worms;Stadtkämmerer a. D.;5;HE;170;Schwalm-Eder;AfD;Alternative für Deutschland;HE;AfD;Alternative für Deutschland;5;;2
;;Glaser;Stefan;m;1964;Bad Hönningen;Simmern;Mechaniker;25;;;;;;RP;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;8;;0
;;Gläser;Michael;m;1984;Altlandsberg;Pasewalk;Betriebsrat / Gesamtbetriebsrat;71;;;;;;BB;SPD;Sozialdemokratische Partei Deutschlands;18;;0
;;Glasneck;Maximilian Christoph;m;1989;München;Erding;Fachwirt im Gesundheits- und Sozialwesen;73;;;;;;BY;DiB;DEMOKRATIE IN BEWEGUNG;2;;0
;;Glathe-Braun;Eva-Maria;w;1958;Ulm;Rostock;Souffleuse;94;BW;291;Ulm;DIE LINKE;DIE LINKE;;;;;;0
Dr.;;Glatzer;Jens;m;1976;Berlin;Brandenburg an der Havel;Lehrer;84;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;16;;0
;;Glaubrecht;Susanna;w;1967;Freiburg im Breisgau;Trier;Geschäftsfrau;71;;;;;;BW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;17;;0
;;Glause;Stefan;m;1966;Karlsruhe;Karlsruhe;Kommunikationselektroniker;26;BW;271;Karlsruhe-Stadt;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;BW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;18;;0
;;Glemnitz;Lukas Felix;m;1999;Braunschweig;Berlin;Schüler;4;;;;;;NI;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;24;;0
;;Gleuel;Vera;w;1951;Kassel;Kassel;Hauswirtschaftsleiterin;83;HE;167;Waldeck;FREIE WÄHLER;FREIE WÄHLER;HE;FREIE WÄHLER;FREIE WÄHLER;10;;0
;;Globig;Steffen;m;1973;Güsten;Aschersleben;Dipl.-Betriebswirt (VWA);71;ST;71;Anhalt;SPD;Sozialdemokratische Partei Deutschlands;ST;SPD;Sozialdemokratische Partei Deutschlands;7;;0
;;Glock;Florian;m;1984;Höhr-Grenzhausen;Koblenz;Doktorand;91;RP;199;Koblenz;FDP;Freie Demokratische Partei;RP;FDP;Freie Demokratische Partei;5;;0
;;Glöckner;Angelika;w;1962;Lemberg;Pirmasens;MdB;71;RP;210;Pirmasens;SPD;Sozialdemokratische Partei Deutschlands;RP;SPD;Sozialdemokratische Partei Deutschlands;9;X;2
;;Glöckner;Gottfried;m;1962;Hochheim am Main;Bad Homburg v. d. Höhe;Landwirtschaftsmeister;11;;;;;;HE;DM;Deutsche Mitte;1;;0
;;Gluch;Sabrina;w;1980;Hamburg;Ansbach;Rechtsanwältin;73;;;;;;HH;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;2;;0
;;Glück;Georg;m;1982;Singen (Hohentwiel);Schurygino;selbständig;9;;;;;;BW;PIRATEN;Piratenpartei Deutschland;21;;0
;;Glück;Wolf;m;1943;Ditzingen;Reutlingen;techn. Angestellter i. R.;5;BW;279;Pforzheim;EB: Glück;Internationalistische Liste;;;;;;0
;;Gmelch;Therese;w;1955;Bamberg;München;Altenpflegerin;82;BY;236;Bamberg;MLPD;Marxistisch-Leninistische Partei Deutschlands;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;2;;0
;;Gminder;Franziska;w;1945;Heilbronn;Gablonz an der Neiße;Dipl.-Kauffrau;71;;;;;;BW;AfD;Alternative für Deutschland;11;;2
;;Gnodtke;Eckhard;m;1958;Salzwedel;Lüchow;Sozialdezernent / Volljurist;73;ST;66;Altmark;CDU;Christlich Demokratische Union Deutschlands;ST;CDU;Christlich Demokratische Union Deutschlands;9;;1
;;Gnotke;Henner;m;1938;Berlin;Berlin;Rentner;5;;;;;;BE;ÖDP;Ökologisch-Demokratische Partei;7;;0
;;Göbel;Harald;m;1967;Aichach;Augsburg;Bauingenieur;31;;;;;;BY;DM;Deutsche Mitte;8;;0
;;Göbel;Maximilian;m;1991;Ludwigshafen am Rhein;Speyer;Student;4;;;;;;RP;CDU;Christlich Demokratische Union Deutschlands;32;;0
;;Göbel;Thomas;m;1971;Frankenberg/Sa.;Karl-Marx-Stadt (jetzt Chemnitz);Maler- und Lackiermeister;33;;;;;;SN;AfD;Alternative für Deutschland;13;;0
;;Göbel;Thomas Marc;m;1965;Biedershausen;Darmstadt;Datenschutzbeauftragter;73;;;;;;RP;PIRATEN;Piratenpartei Deutschland;4;;0
Dr.;;Gochermann;Josef;m;1960;Dülmen;Gelsenkirchen;Professor;84;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands;78;;0
;;Goda;Walter;m;1962;Damme;Damme;Geschäftsführer;71;;;;;;NI;CDU;Christlich Demokratische Union Deutschlands;54;;0
;;Goebel;Andreas;m;1964;Großrosseln;Völklingen;Wirtschaftsinformatiker;43;;;;;;SL;MLPD;Marxistisch-Leninistische Partei Deutschlands;3;;0
;;Goebel;Jakob;m;1992;Kiel;Hannover;Student;4;;;;;;SH;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;7;;0
;;Goebel;Michael Horst;m;1958;Wiesbaden;Hof (Saale);Beamter;73;HE;179;Wiesbaden;AfD;Alternative für Deutschland;;;;;;0
;;Goerz;Volker;m;1967;Schramberg;St. Georgen;Kaufmann;61;BW;286;Schwarzwald-Baar;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;32;;0
Dr.;;Goetze;Erik;m;1956;Steinweiler;Hamburg;Beamter;73;;;;;;RP;CDU;Christlich Demokratische Union Deutschlands;40;;0
;;Goffart;Bernd;m;1966;Simmerath;Kalterherberg (jetzt Monschau);städt. Verwaltungsrat;71;;;;;;NW;CDU;Christlich Demokratische Union Deutschlands;65;;0
;;Göggelmann;Klaus;m;1960;Lauda-Königshofen;Börtlingen-Zell;Lehrer;84;;;;;;BW;ÖDP;Ökologisch-Demokratische Partei;19;;0
;;Göggelmann;Ute;w;1959;Lauda-Königshofen;Duisburg;Pfarrsekretärin;71;;;;;;BW;ÖDP;Ökologisch-Demokratische Partei;13;;0
;;Gogröf;Sonnhild;w;1962;Bruchsal;Wien;Apothekerin;81;;;;;;BW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;23;;0
;;Gogröf;Victor;m;1993;Stuttgart;Bretten;Student;4;BW;278;Bruchsal – Schwetzingen;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;BW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;22;;0
Dr.;;Gohl;Christopher;m;1974;Tübingen;Stuttgart;wiss. Assistent;84;BW;290;Tübingen;FDP;Freie Demokratische Partei;BW;FDP;Freie Demokratische Partei;13;;0
;;Gohlke;Nicole Stephanie;w;1975;München;München;MdB / Kommunikationswissenschaftlerin;71;BY;219;München-Süd;DIE LINKE;DIE LINKE;BY;DIE LINKE;DIE LINKE;2;X;2
;;Gökhan;Zeki;m;1956;Frechen;Mazgirt, Türkei;Lagerleiter;51;NW;91;Rhein-Erft-Kreis I;DIE LINKE;DIE LINKE;NW;DIE LINKE;DIE LINKE;14;;0
;;Goldbach;Eva;w;1965;Lauterbach (Hessen);Frischborn;MdL;71;HE;173;Gießen;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;7;;0
;;Goldstein;Kai;m;1970;Freiberg;Freiberg;Projektleiter;71;;;;;;SN;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;10;;0
